,SGCN,SGCN,2-period SGCN,2-period SGCN,3-period SGCN,3-period SGCN
150,0.547674894,0.818326328,0.527008057,0.827068133,0.548693419,0.842602964
151,0.533862472,0.821131158,0.522005558,0.826338846,0.53103739,0.843162791
152,0.54275316,0.82210281,0.520063758,0.826832335,0.543819189,0.843549876
153,0.550543308,0.816538252,0.520899117,0.828937545,0.554202676,0.841619927
154,0.5367558,0.816795943,0.517018378,0.828458615,0.532935023,0.838028448
155,0.549496412,0.822627936,0.51889354,0.828206945,0.557314396,0.838643886
156,0.537033737,0.81951265,0.518555105,0.830865743,0.529520988,0.839005136
157,0.54001534,0.815010932,0.516025186,0.831318399,0.546620727,0.841581831
158,0.53589344,0.813597022,0.519674897,0.830564373,0.531922221,0.841790043
159,0.533251166,0.818444993,0.514402986,0.830783969,0.532908678,0.842321408
160,0.536995292,0.825779128,0.517609715,0.829487411,0.535281241,0.841968259
161,0.52658999,0.825942238,0.519598007,0.829268472,0.530394197,0.842517578
162,0.534035623,0.823107413,0.513483405,0.832131649,0.535954952,0.844446213
163,0.530323505,0.823160287,0.515045345,0.83001593,0.525710404,0.844352835
164,0.533280432,0.827927907,0.519604921,0.830307557,0.533174872,0.84517747
165,0.530526936,0.831269357,0.514281631,0.83230899,0.520722568,0.845335106
166,0.530646682,0.822572325,0.51340425,0.83115113,0.534863651,0.846388423
167,0.529697657,0.820446316,0.513006628,0.833876813,0.525697291,0.845294602
168,0.529982984,0.825667797,0.515137911,0.833834996,0.530588508,0.844514741
169,0.530689716,0.832635975,0.511638939,0.832602806,0.520942152,0.843777573
170,0.528716922,0.827595338,0.513916433,0.83452356,0.525148451,0.843155238
171,0.525556862,0.821804506,0.512770355,0.833567233,0.527152121,0.841899512
172,0.525151968,0.824890344,0.513653636,0.836132544,0.525669158,0.840969677
173,0.525652289,0.833963075,0.51143384,0.836129041,0.52311939,0.841066448
174,0.522309244,0.832932638,0.512203991,0.837155866,0.523968458,0.840996607
175,0.519245088,0.824724169,0.509474456,0.837732552,0.524713337,0.843027487
176,0.521623254,0.824179339,0.509056211,0.836231614,0.522692561,0.847227507
177,0.521165788,0.831731976,0.510187745,0.840290418,0.527198732,0.849226313
178,0.523443997,0.834361764,0.517458022,0.83607146,0.517971516,0.848211092
179,0.520735204,0.827531846,0.512588799,0.841037767,0.522613943,0.846455637
180,0.521030068,0.827927688,0.513366044,0.836588923,0.520789862,0.845929526
181,0.518858254,0.834625585,0.509243846,0.837529376,0.521173358,0.844678836
182,0.522703409,0.838669612,0.509245634,0.837707374,0.517360926,0.843898208
183,0.520921111,0.832446484,0.515517175,0.835740205,0.515538692,0.845054536
184,0.518218517,0.829528352,0.507730007,0.838885705,0.518039584,0.84587501
185,0.519516587,0.835782679,0.506491601,0.836611474,0.518557131,0.845465922
186,0.519439101,0.837132768,0.506823957,0.835519295,0.515427053,0.845590389
187,0.519982517,0.831622725,0.507004976,0.83943349,0.517393112,0.848079509
188,0.517973363,0.83431086,0.507331669,0.838660854,0.517511547,0.848892978
189,0.516161084,0.840307605,0.503307581,0.839734313,0.516768038,0.850011429
190,0.516052783,0.838376561,0.504079819,0.840744498,0.517302871,0.849282799
191,0.514486432,0.832692352,0.50974375,0.838634691,0.513961315,0.846826301
192,0.514879763,0.835989358,0.50640285,0.842268534,0.517522991,0.84472536
193,0.52009058,0.840673234,0.504558802,0.8388845,0.517281771,0.846668993
194,0.519509792,0.826065172,0.501064062,0.836178521,0.515636921,0.848698998
195,0.519283414,0.834536915,0.502504468,0.837803707,0.515437186,0.849396647
196,0.521699727,0.845166523,0.504509687,0.837283617,0.516284585,0.848841418
197,0.518327892,0.84068637,0.504619539,0.83869676,0.515133679,0.848563036
198,0.515684903,0.832549713,0.503326654,0.838376561,0.512048244,0.848643934
199,0.51688683,0.8392209,0.503759265,0.840522604,0.516259611,0.84825269
200,0.51890403,0.846336425,0.505594134,0.843697879,0.514854789,0.847956027
201,0.521840096,0.833344353,0.504713476,0.840744061,0.514596999,0.847145077
202,0.51396656,0.836017491,0.503133535,0.842308819,0.513892591,0.847433091
203,0.514732718,0.850106667,0.501336575,0.842818509,0.514062703,0.848925709
204,0.52182883,0.838173386,0.499130189,0.8425583,0.514038563,0.848575297
205,0.516284108,0.831796344,0.502126396,0.840810399,0.511977255,0.851403663
206,0.515594184,0.843016978,0.50025934,0.840595182,0.513866186,0.852541052
207,0.518888116,0.851519263,0.501162171,0.842640293,0.512277126,0.851169617
208,0.514713883,0.830156817,0.503126323,0.841338262,0.512371838,0.848693305
209,0.517220795,0.829448659,0.50601238,0.843545826,0.51361239,0.845230672
210,0.518752098,0.850608585,0.5040797,0.840004374,0.513909638,0.844568928
211,0.513736308,0.848503813,0.50182122,0.842651678,0.51530391,0.849927575
212,0.512804747,0.834878022,0.51147908,0.840897099,0.51088351,0.85307603
213,0.513814569,0.838363206,0.508559883,0.845610094,0.510036349,0.853192615
214,0.509592831,0.852513247,0.50297147,0.840328842,0.512491286,0.850064412
215,0.511142731,0.845938393,0.498341054,0.840437546,0.50966382,0.846679283
216,0.511902392,0.837461177,0.500031114,0.842702472,0.510380566,0.84918767
217,0.507460594,0.844079052,0.502283752,0.841583692,0.514903724,0.85212671
218,0.513326526,0.852734923,0.505934,0.843482005,0.511141598,0.851404101
219,0.513745785,0.837393853,0.499051809,0.843589832,0.510848999,0.852114449
220,0.50866586,0.837110108,0.499375612,0.847961501,0.510298669,0.849168732
221,0.510620952,0.85124734,0.501271129,0.849017773,0.506429553,0.850257407
222,0.510953724,0.849640327,0.50198096,0.842518344,0.512871802,0.850571585
223,0.50870502,0.839404919,0.49870801,0.843586439,0.511613429,0.846374082
224,0.506605923,0.842667113,0.497563064,0.844467669,0.507556975,0.84615569
225,0.510217309,0.854133835,0.499833018,0.841123592,0.507901669,0.844873692
226,0.505459547,0.844503028,0.497901767,0.838444542,0.509687901,0.847577044
227,0.506449759,0.839972957,0.500239313,0.839526649,0.509197652,0.853629727
228,0.503922343,0.848878856,0.497678995,0.845240634,0.511399806,0.854260601
229,0.504211605,0.851159874,0.494582057,0.842733561,0.509041011,0.85328041
230,0.507324576,0.843691201,0.49624157,0.845156671,0.50924325,0.848347929
231,0.504577577,0.845136747,0.497566074,0.850963267,0.510117412,0.847557558
232,0.505102098,0.853292014,0.496333927,0.849401573,0.504960239,0.84955702
233,0.504910827,0.848710382,0.496281624,0.843525136,0.508500814,0.847205504
234,0.50238353,0.845817867,0.497166157,0.842728744,0.507314324,0.846547044
235,0.507928014,0.854574231,0.495883256,0.847175619,0.50682807,0.846127009
236,0.502026737,0.85390373,0.501773179,0.842342426,0.512501597,0.85107208
237,0.503792405,0.847172663,0.495694369,0.846656952,0.502937138,0.853223267
238,0.502664268,0.854383426,0.502085507,0.847681478,0.507423103,0.851328567
239,0.500526667,0.852976084,0.495141566,0.846309495,0.508576393,0.849256745
240,0.500044763,0.846973757,0.495222062,0.841874663,0.506183743,0.847108952
241,0.503470302,0.850384611,0.497429043,0.841703014,0.510233879,0.851186037
242,0.500971735,0.852819871,0.498180449,0.845955689,0.506921649,0.850839457
243,0.505781949,0.845678293,0.499570519,0.841208212,0.512925744,0.852821732
244,0.502639949,0.85196371,0.496789068,0.846278187,0.519665062,0.851224352
245,0.505901873,0.850569724,0.494350582,0.849698127,0.50676775,0.85435978
246,0.512001753,0.850401359,0.49597311,0.850033651,0.507482648,0.853824364
247,0.515073657,0.849179569,0.497650504,0.846565216,0.510430694,0.849559319
248,0.511376381,0.852758787,0.495005488,0.845565649,0.506734669,0.845848738
249,0.499697328,0.851197641,0.494517356,0.845975613,0.504687965,0.845395205
250,0.502787709,0.847353288,0.495014697,0.844608885,0.504317045,0.847366205
251,0.504337728,0.84782554,0.491769761,0.844365096,0.50990212,0.852081061
252,0.503528714,0.854887752,0.492621064,0.846799262,0.508025467,0.85496252
253,0.501768887,0.847528877,0.494440466,0.846422687,0.504366994,0.857823946
254,0.504480183,0.849027516,0.49408868,0.846955804,0.506607533,0.858063684
255,0.508203626,0.856251196,0.491445541,0.847674909,0.506147563,0.85402754
256,0.501718163,0.8425687,0.493839353,0.847147375,0.505773067,0.848864406
257,0.502236307,0.850722872,0.494093031,0.844138932,0.502029121,0.843823769
258,0.508690536,0.856055959,0.493255496,0.844210853,0.506533027,0.844865372
259,0.506067574,0.835452409,0.494107962,0.84552219,0.50769186,0.849954833
260,0.503052235,0.850480944,0.489945054,0.845079057,0.503329813,0.852299672
261,0.511127114,0.856829001,0.491173685,0.848509396,0.504756927,0.853479645
262,0.509861052,0.824133581,0.493092358,0.849869556,0.502335072,0.854240896
263,0.508632243,0.834242113,0.492575675,0.849878204,0.505117297,0.854907347
264,0.510406911,0.84750075,0.491363436,0.849015365,0.504011393,0.854020643
265,0.498564392,0.856035127,0.491528898,0.847652249,0.505523562,0.849018539
266,0.506696939,0.838318761,0.496153563,0.848006055,0.501543939,0.848344426
267,0.503635824,0.843008987,0.491126001,0.849826097,0.500644803,0.850619423
268,0.508692861,0.85660773,0.49225834,0.847634844,0.502938092,0.853580904
269,0.500199556,0.841000767,0.489528984,0.844987869,0.507122099,0.856119285
270,0.50224793,0.837228663,0.4917292,0.849238683,0.506282449,0.852913906
271,0.497581154,0.854340404,0.49148795,0.846741462,0.502031624,0.851814174
272,0.503001511,0.856802312,0.494709134,0.849361836,0.502662182,0.852519158
273,0.499248087,0.851012419,0.499981761,0.84698952,0.502332568,0.851949807
274,0.500326216,0.842274227,0.494815797,0.849982419,0.503226817,0.850692111
275,0.503220022,0.853916319,0.493561208,0.846776164,0.510948956,0.846960839
276,0.503919005,0.857028509,0.491379291,0.846587329,0.50437063,0.854315336
277,0.502841651,0.848487721,0.491942585,0.845003851,0.50526309,0.860010601
278,0.503248394,0.845980977,0.496419609,0.842897109,0.502468586,0.856978731
279,0.499858797,0.854214842,0.496581286,0.850228726,0.500229597,0.850991838
280,0.501687407,0.856459847,0.497703731,0.848660026,0.503736675,0.846034617
281,0.498081893,0.852930436,0.489414692,0.847446884,0.500980735,0.847779781
282,0.50296098,0.838934747,0.49329409,0.848155481,0.499637216,0.850975637
283,0.497267485,0.849919912,0.4995327,0.84529723,0.506460547,0.854184191
284,0.501147807,0.856379891,0.496042252,0.847724828,0.502787948,0.854839257
285,0.498667926,0.855908994,0.487362951,0.848750229,0.50222075,0.851889927
286,0.503795326,0.846974742,0.494939655,0.848516074,0.500832558,0.851867814
287,0.498878211,0.84992856,0.496178925,0.849599057,0.504217207,0.854423491
288,0.49774611,0.856302747,0.493975967,0.848102826,0.506159246,0.85168084
289,0.495984465,0.857873317,0.489291072,0.849621717,0.507649362,0.851907771
290,0.498465806,0.847648856,0.491406143,0.849130308,0.501125932,0.851769729
291,0.495825499,0.853764703,0.491385192,0.847617438,0.500153899,0.852767435
292,0.500582755,0.856186797,0.491243929,0.85025675,0.502011955,0.852273508
293,0.493526459,0.856101597,0.489077508,0.852481172,0.508517683,0.846009877
294,0.49778676,0.850834968,0.4900648,0.852935471,0.503043771,0.845601993
295,0.49610579,0.852930983,0.492004335,0.851736341,0.498510122,0.849113997
296,0.496671081,0.856362507,0.491853893,0.848336544,0.500864625,0.855843093
297,0.500838578,0.855907571,0.489260703,0.848192591,0.505092263,0.855765917
298,0.494789839,0.85469837,0.488477498,0.845878732,0.501286983,0.85288621
299,0.495490104,0.858062371,0.489082098,0.845591156,0.500312686,0.855309429
300,0.49656409,0.858777973,0.489202082,0.847196308,0.494199008,0.857885139
301,0.494955927,0.851374216,0.486920863,0.846719678,0.496771395,0.855681735
302,0.498727322,0.850786145,0.487742364,0.849340052,0.500427246,0.849995665
303,0.499323756,0.856172577,0.49102062,0.851256426,0.503124595,0.847240862
304,0.498121381,0.856010682,0.492164463,0.850194352,0.499094069,0.851203115
305,0.495345384,0.854596891,0.490825117,0.851058943,0.497935504,0.853433448
306,0.492830813,0.854343141,0.484254479,0.850266821,0.500201821,0.855766465
307,0.495985687,0.8582234,0.486759633,0.850731191,0.495429575,0.858922583
308,0.496991932,0.85763314,0.492668957,0.848595658,0.499832928,0.856762966
309,0.4941113,0.854386491,0.490104437,0.847141026,0.498381972,0.851150569
310,0.490956664,0.859304413,0.486877054,0.850598733,0.49795717,0.851400598
311,0.492280304,0.856221784,0.487748325,0.848448312,0.497845471,0.856578948
312,0.493301928,0.859276936,0.48759973,0.85504714,0.500354409,0.855714029
313,0.495664865,0.856177153,0.485185474,0.851054127,0.499506146,0.852458293
314,0.494608909,0.862921617,0.492726624,0.848169165,0.503717244,0.854971825
315,0.495814592,0.859470916,0.488912284,0.850243285,0.494890153,0.858390779
316,0.493923455,0.85342907,0.489599228,0.84849407,0.499177307,0.854820538
317,0.489957929,0.85628754,0.485153496,0.851140608,0.497683704,0.849262657
318,0.490123987,0.857539434,0.486074716,0.852448879,0.507086992,0.847461225
319,0.488473326,0.860067087,0.4860861,0.849418651,0.498701721,0.852775536
320,0.491408676,0.860993638,0.489034891,0.850535022,0.502426028,0.861988279
321,0.491250008,0.859992429,0.487324387,0.848075897,0.498719543,0.861821119
322,0.493001848,0.856145024,0.485582441,0.847830028,0.500661969,0.853539524
323,0.491933405,0.862789268,0.487722367,0.84977596,0.502542198,0.845520329
324,0.492286265,0.858959912,0.484971017,0.847388209,0.498906761,0.849702505
325,0.494149268,0.860383673,0.485202074,0.851382973,0.496338785,0.856715238
326,0.503221333,0.855737565,0.483721614,0.8500978,0.501312196,0.85733188
327,0.501940906,0.860280881,0.488079876,0.84947251,0.504039407,0.857839162
328,0.508541048,0.860873659,0.486842036,0.85476022,0.49517718,0.85935236
329,0.493745863,0.858708789,0.487296373,0.851058724,0.496460497,0.854408932
330,0.497862518,0.855266188,0.488280714,0.853891688,0.496103019,0.847336977
331,0.521688104,0.856949721,0.485995829,0.850518382,0.499657333,0.847392478
332,0.494963646,0.850310719,0.486069232,0.848576282,0.495252937,0.853434434
333,0.50481689,0.862691402,0.484421968,0.850420845,0.49576816,0.855143692
334,0.506848752,0.856844688,0.487285912,0.846777368,0.496499151,0.858045403
335,0.494561136,0.856149389,0.484298974,0.85412453,0.495165169,0.85823785
336,0.522429764,0.853807615,0.489080966,0.851940392,0.497177511,0.854445714
337,0.53437829,0.85732772,0.486949891,0.849853245,0.499539137,0.849882692
338,0.519138992,0.859191987,0.49008593,0.857011353,0.493404448,0.849801028
339,0.555680573,0.849507868,0.492175728,0.839928074,0.500104129,0.850057406
340,0.519647062,0.832060165,0.488710731,0.857163078,0.493875891,0.848808139
341,0.52951926,0.841306187,0.485958278,0.852256322,0.497435361,0.854271
342,0.507253885,0.857278897,0.488169104,0.843589613,0.494641602,0.861336716
343,0.525288403,0.858255365,0.487720937,0.853740292,0.496073514,0.856456561
344,0.500650704,0.846900959,0.485546619,0.845931168,0.493108839,0.851990639
345,0.519742548,0.842209311,0.489046127,0.853383311,0.494098574,0.855340737
346,0.500937045,0.852338971,0.487848043,0.85422152,0.493409365,0.855427875
347,0.515815914,0.856607029,0.487882912,0.846513984,0.497282892,0.8512226
348,0.499589443,0.85653005,0.480504185,0.852381664,0.496718973,0.85825033
349,0.509596229,0.856504905,0.485699922,0.8503186,0.501326799,0.862193863
350,0.49467507,0.860599979,0.484593689,0.851332179,0.49590224,0.854306359
351,0.505295038,0.865813147,0.489546806,0.858063246,0.49976483,0.847987226
352,0.497061402,0.861838962,0.48780033,0.855910417,0.497855008,0.854152883
353,0.502525747,0.847688046,0.484903485,0.851190745,0.496044248,0.854561861
354,0.498647183,0.839109351,0.483342379,0.852571047,0.49950698,0.849868133
355,0.500255346,0.852629723,0.491011888,0.84425278,0.497652948,0.853009035
356,0.499152213,0.856538074,0.491269916,0.843834168,0.496109903,0.858721049
357,0.499829233,0.848493742,0.490818173,0.853836734,0.493377119,0.855182882
358,0.495706916,0.853543903,0.487042665,0.846736536,0.496628702,0.854497931
359,0.492312342,0.85758318,0.482343763,0.855779054,0.495679498,0.858079886
360,0.493705869,0.857653033,0.486815631,0.855474947,0.490770698,0.853331423
361,0.496101975,0.858288316,0.491339892,0.84039124,0.491674125,0.847904577
362,0.494404137,0.856233243,0.490841657,0.852835416,0.496047914,0.854448888
363,0.490568936,0.856688157,0.48612529,0.854463886,0.495898753,0.858118747
364,0.492385834,0.856881522,0.48634395,0.84737343,0.493401557,0.852818448
